id,nickname,birth_date,position,is_alive,boss_id
571,ChristopherRyan,1982-10-02,Manager,false,94
572,HaroldLopez,1986-05-21,Soldier,true,491
573,velit,1993-09-09,Soldier,true,46
574,eius,1987-05-07,Support,true,18
575,JoeSpencer,1989-04-10,Medical,true,481
576,tempore_voluptatum,1989-12-24,Soldier,true,425
577,aCarroll,2001-05-26,Soldier,true,199
578,sFreeman,1985-08-26,Support,true,491
579,dGonzalez,1987-03-19,Medical,true,268
580,WalterWest,1992-01-26,Soldier,false,124
581,AliceBrooks,1993-07-04,Medical,true,359
582,labore_nostrum_itaque,1989-11-08,Support,true,348
583,4Cox,1993-03-09,Soldier,false,196
584,LawrenceEdwards,1993-11-11,Soldier,false,104
585,sHarris,1996-04-29,Soldier,true,126
586,natus_omnis,1996-02-23,Manager,true,441
587,itaque_eum,1991-02-25,Soldier,true,307
588,est_ratione_est,1994-11-29,Manager,false,195
589,GeorgeOliver,1999-07-29,Medical,true,279
590,eEllis,1983-06-30,Soldier,true,393
591,nMitchell,1994-11-12,Medical,false,86
592,fOwens,1996-08-17,Soldier,true,171
593,hAdams,1983-03-18,Manager,true,241
594,repellendus_officia_culpa,1983-04-28,Manager,false,586
595,et_voluptates,1999-10-30,Soldier,true,207
596,BrendaHansen,1986-09-13,Soldier,true,307
597,8Bailey,1994-02-11,Soldier,true,76
598,kFox,2000-01-14,Manager,true,74
599,eos,1993-07-24,Soldier,true,508
600,oHarvey,1983-09-21,Soldier,true,240
601,SaraJordan,1998-05-21,Medical,true,337
602,AaronLittle,1988-07-10,Manager,true,237
603,7Gibson,1993-06-15,Support,true,209
604,jGilbert,1989-12-15,Medical,true,570
605,autem_ex_ducimus,1984-04-17,Manager,true,97
606,voluptatem_eveniet,1997-04-26,Support,true,29
607,MarieLewis,1997-11-13,Soldier,true,421
608,odio_accusantium,1983-12-05,Soldier,true,576
609,voluptate_aut_sit,1987-07-24,Soldier,false,115
610,KennethLee,1990-03-25,Support,true,384
611,bPorter,1988-12-29,Support,true,324
612,bSimpson,1997-05-03,Soldier,true,402
613,VirginiaPorter,1983-06-08,Soldier,true,406
614,lEdwards,1982-01-29,Soldier,true,512
615,2Myers,1996-12-17,Manager,true,237
616,laborum,1985-11-24,Soldier,false,222
617,WilliamClark,1994-04-13,Manager,true,379
618,aNelson,1987-01-14,Manager,true,58
619,id,1980-02-25,Soldier,true,37
620,BillyRobertson,1990-07-28,Soldier,true,465
621,3Willis,1999-06-01,Soldier,false,527
622,LindaWalker,1988-11-17,Support,true,229
623,AnnRuiz,1986-01-13,Soldier,true,484
624,dWoods,1996-12-06,Manager,false,316
625,atque,2000-05-23,Manager,true,52
626,non_voluptates,1992-09-03,Soldier,false,487
627,bOlson,1997-10-18,Manager,true,531
628,LauraLewis,1994-02-06,Medical,true,596
629,RonaldMendoza,1991-11-14,Manager,true,554
630,quaerat,1982-10-21,Soldier,true,152
631,uLee,1989-07-30,Manager,true,154
632,aFernandez,1980-06-03,Soldier,true,351
633,DeniseHart,2000-04-19,Manager,false,16
634,tHowell,1996-05-09,Support,true,392
635,6Hill,1980-06-09,Soldier,true,123
636,JohnWood,1994-04-04,Manager,true,146
637,molestias_neque,1982-03-08,Support,true,202
638,LoisHoward,1981-01-07,Soldier,true,630
639,occaecati,1994-02-06,Soldier,true,561
640,alias_accusamus,1994-02-16,Soldier,true,574
641,dicta_molestiae,1993-03-22,Soldier,true,554
642,debitis_aut,1996-12-16,Soldier,true,414
643,8Rose,1993-04-13,Medical,true,211
644,temporibus_alias_et,1989-12-19,Soldier,true,211
645,KatherineRiley,1980-03-01,Soldier,false,342
646,FredHarvey,2000-09-26,Manager,false,123
647,quae_molestias_et,1986-06-30,Soldier,true,497
648,oCollins,1991-11-25,Medical,true,496
649,KathrynBlack,1982-09-30,Support,true,208
650,lGriffin,1996-04-16,Soldier,true,44
651,qui_enim_necessitatibus,1991-08-30,Medical,false,339
652,eum_est,2000-02-26,Manager,false,236
653,RachelJohnson,1994-09-09,Soldier,true,354
654,AlanVasquez,1988-07-27,Manager,true,107
655,cTorres,1990-01-01,Soldier,true,371
656,oLewis,1987-05-11,Soldier,true,114
657,JohnnyThomas,1986-10-05,Medical,true,259
658,TammySimmons,1995-09-24,Soldier,true,139
659,6Stanley,1986-03-02,Medical,true,219
660,RachelMorgan,1998-11-30,Manager,false,133
661,hic_quasi_vel,2001-10-19,Medical,true,213
662,gBlack,1994-01-09,Manager,true,326
663,lAdams,1990-07-18,Soldier,true,219
664,uSullivan,1982-05-27,Support,false,437
665,DenisePowell,1996-07-26,Manager,true,525
666,SaraBarnes,1985-11-20,Soldier,false,648
667,aCarter,1989-09-09,Manager,false,467
668,corrupti,1980-11-26,Soldier,true,259
669,ArthurNichols,2000-02-22,Soldier,true,530
670,MarkMartin,1981-10-17,Medical,true,649
671,MargaretAlvarez,1993-08-28,Manager,true,235
672,yCrawford,1993-06-05,Soldier,false,662
673,RoseEvans,1986-06-16,Soldier,true,31
674,nobis,1988-04-04,Manager,true,636
675,KeithRivera,1996-07-16,Manager,true,576
676,temporibus_ea,1988-02-08,Manager,true,159
677,ShirleyHayes,1981-07-14,Soldier,true,630
678,molestiae_harum,1995-10-29,Support,true,431
679,9Peterson,1987-04-15,Soldier,false,677
680,voluptates_earum,1994-04-08,Manager,false,194
681,oButler,1992-10-13,Soldier,true,417
682,HarryLawrence,2001-05-11,Support,true,558
683,JeremyOwens,1995-03-30,Manager,true,37
684,DennisGarcia,1993-07-19,Manager,true,391
685,WayneGarcia,1992-11-23,Manager,true,466
686,dThomas,1997-02-16,Support,true,496
687,hic_incidunt_similique,1988-03-16,Medical,true,605
688,laboriosam_officiis_qui,2000-10-27,Manager,true,88
689,et_iure,1991-04-08,Manager,true,270
690,xRobinson,1998-04-22,Soldier,true,203
691,WandaLawrence,1992-03-07,Manager,true,532
692,accusantium_accusamus_reiciendis,1987-06-10,Manager,true,136
693,RonaldRobertson,1996-04-14,Soldier,true,307
694,exercitationem_beatae,1983-08-05,Soldier,true,179
695,AntonioWarren,1992-10-03,Soldier,true,283
696,DianeHayes,1988-08-06,Soldier,false,107
697,ScottNelson,1990-10-25,Medical,true,221
698,AlanPhillips,1995-04-17,Manager,true,281
699,est_rerum_facere,1985-08-28,Manager,true,217
700,ipsum,1981-10-17,Medical,false,635
701,occaecati_ut,1984-03-24,Soldier,true,185
702,LawrenceWebb,1991-08-23,Medical,true,439
703,velit_eos,1980-01-16,Soldier,false,97
704,9Bowman,1981-06-14,Support,true,147
705,totam_eius,1982-01-30,Support,true,140
706,RonaldChapman,1987-02-23,Manager,true,152
707,cHarris,1991-06-07,Soldier,true,1
708,maxime,1984-08-09,Support,false,93
709,wMiller,1989-07-17,Soldier,true,647
710,laudantium_praesentium_culpa,1985-07-22,Medical,true,31
711,consequatur_recusandae,1996-06-01,Support,true,170
712,pFuller,2001-01-11,Soldier,true,401
713,LarryMitchell,1985-04-08,Soldier,true,637
714,oWells,1990-01-09,Soldier,true,440
715,4Davis,1983-11-20,Soldier,true,156
716,pGraham,1986-05-03,Soldier,true,444
717,labore_minima_in,1997-08-05,Soldier,true,332
718,PatrickHicks,1980-07-15,Manager,true,543
719,vLane,1994-02-26,Soldier,true,578
720,PaulaGeorge,1987-03-20,Soldier,true,543
721,JudyBrooks,2001-01-28,Manager,true,343
722,LouiseKing,1986-11-28,Manager,true,649
723,cPhillips,1993-01-20,Medical,false,321
724,KennethPatterson,1994-11-18,Soldier,false,717
725,JasonHudson,2001-01-24,Soldier,true,33
726,fSanders,1983-11-14,Soldier,true,460
727,PhillipMitchell,1991-07-09,Manager,true,445
728,CatherineBurns,1981-04-07,Soldier,true,424
729,SamuelGutierrez,1992-01-13,Manager,true,537
730,fuga_doloremque,1987-04-09,Manager,false,39
731,JoshuaThomas,1990-03-03,Soldier,false,28
732,eligendi,1981-08-05,Manager,true,65
733,HeatherMeyer,1985-08-19,Manager,true,444
734,pariatur,1985-11-03,Soldier,false,435
735,JudithMoore,2001-01-30,Manager,true,369
736,PatrickColeman,1992-03-15,Manager,true,471
737,LindaHenry,1990-12-09,Soldier,true,256
738,LarryLarson,1987-05-17,Medical,true,545
739,0Ellis,1992-05-24,Manager,true,364
740,HenryWillis,1981-01-07,Manager,true,714
741,fFernandez,1981-10-05,Support,true,657
742,9Morales,1997-05-18,Soldier,false,613
743,architecto_earum,1998-06-16,Manager,true,204
744,sed_quia,1999-01-02,Manager,true,3
745,lBryant,1992-11-26,Soldier,true,573
746,quae,1984-12-09,Soldier,true,8
747,itaque_dolor,1989-06-21,Soldier,true,672
748,quis_sapiente_porro,1980-04-09,Manager,true,530
749,architecto,1984-12-18,Soldier,true,345
750,amet_vero_expedita,1989-11-14,Soldier,false,482
751,9Williamson,1991-07-13,Manager,true,68
752,jKelley,1983-09-01,Soldier,true,673
753,qScott,1986-04-10,Soldier,true,134
754,5Ruiz,1988-01-11,Soldier,true,348
755,kLawrence,1995-01-10,Manager,true,471
756,excepturi_officiis_temporibus,1984-12-14,Soldier,false,700
757,WayneRobertson,1998-06-14,Manager,true,39
758,aspernatur_qui_repellat,1997-07-12,Soldier,true,63
759,mHughes,1981-05-22,Soldier,true,562
760,RoyBrown,1985-06-03,Medical,true,534
761,8Castillo,1983-03-18,Manager,true,357
762,aGarrett,1993-05-13,Medical,true,667
763,natus_ipsum,1992-04-27,Manager,true,394
764,minima_iste,1988-03-14,Soldier,false,710
765,kWard,1990-05-12,Manager,true,759
766,GaryLong,1998-02-04,Soldier,false,370
767,1Reyes,1988-10-14,Soldier,true,718
768,KarenCox,1983-03-26,Soldier,true,341
769,jWells,1986-08-09,Soldier,true,599
770,2Fowler,2000-04-28,Soldier,true,411
771,RoseRogers,1990-09-13,Manager,true,637
772,velit_labore,2000-01-24,Soldier,true,3
773,voluptas_doloremque_accusamus,1987-04-24,Manager,false,432
774,sequi_cumque_velit,1995-04-21,Soldier,true,655
775,JoyceMurray,1988-04-23,Soldier,true,388
776,oMartinez,1981-09-04,Manager,true,66
777,repudiandae_voluptatem_voluptates,2000-01-16,Soldier,false,64
778,hLarson,1998-04-15,Soldier,true,441
779,9Ramos,1982-10-05,Medical,true,628
780,0Reynolds,1997-04-08,Soldier,true,613
781,BobbyGordon,1986-09-02,Soldier,true,321
782,jFoster,1991-06-20,Soldier,true,749
783,TerryWeaver,1986-01-18,Soldier,true,218
784,sStewart,1981-07-29,Manager,true,623
785,BonnieRomero,1982-12-20,Manager,true,513
786,quia_ea_aut,2000-02-16,Soldier,true,386
787,JackJones,1997-04-17,Soldier,true,373
788,maxime_quia,1991-09-26,Soldier,true,778
789,4Thompson,2000-07-12,Soldier,true,740
790,RogerGardner,1981-08-16,Manager,true,181
791,SandraWood,1985-11-10,Soldier,true,184
792,quidem,1982-12-30,Manager,true,333
793,cRose,1998-09-04,Support,true,295
794,nemo_et_corporis,2001-11-17,Manager,true,287
795,pCampbell,1998-05-26,Manager,true,477
796,ipsam_ab,1990-08-25,Soldier,true,422
797,fMarshall,2000-11-08,Support,true,570
798,nam_perspiciatis_impedit,1998-09-18,Manager,true,350
799,voluptatum_incidunt_molestias,1987-10-25,Manager,true,645
800,DonaldTorres,2000-05-09,Manager,false,360
801,9Johnston,1988-02-18,Soldier,false,490
802,fGray,1998-12-11,Soldier,true,497
803,9Gomez,2000-07-06,Soldier,false,651
804,3Mitchell,1998-12-11,Medical,true,389
805,repellat,1993-02-22,Manager,true,447
806,5Lopez,1991-07-16,Support,true,613
807,rMoreno,1995-10-01,Manager,true,705
808,est_ratione_voluptatum,1992-12-20,Soldier,true,168
809,qWheeler,1983-01-07,Support,true,549
810,cHunt,1986-09-16,Soldier,true,98
811,PhilipChapman,1994-02-13,Support,true,153
812,uKelley,1981-04-21,Soldier,true,533
813,7Shaw,1990-05-21,Manager,true,532
814,JoanSpencer,1981-12-27,Soldier,true,667
815,excepturi_sint,1995-01-09,Soldier,true,405
816,wMurray,1987-07-22,Soldier,true,475
817,RobertHoward,1996-01-29,Support,true,788
818,WilliamBryant,1998-01-25,Manager,true,627
819,uRivera,1993-11-12,Support,true,350
820,mKnight,1994-05-29,Soldier,true,185
821,et_at_consequatur,1980-04-22,Manager,true,3
822,tWatkins,1985-07-11,Soldier,false,65
823,7Fields,1991-01-02,Soldier,true,426
824,AnnaYoung,1998-11-30,Soldier,true,154
825,eius_asperiores,1983-05-19,Manager,false,614
826,ut_eos_et,1984-08-16,Soldier,false,456
827,ullam,2000-07-17,Soldier,true,620
828,ad_dolorem,1991-02-19,Soldier,true,241
829,officiis,1985-12-21,Soldier,true,612
830,5Meyer,1986-11-13,Soldier,true,159
831,qBrown,1982-07-02,Manager,true,463
832,tempore_et,1981-08-07,Soldier,true,442
833,7Alexander,1999-08-04,Soldier,true,381
834,sequi_aspernatur,1981-03-14,Soldier,true,260
835,lRodriguez,1991-07-08,Support,true,750
836,MarkBradley,1995-05-10,Manager,true,704
837,SusanFuller,1990-09-02,Manager,true,806
838,JulieSmith,1989-05-27,Soldier,true,799
839,5Ryan,1984-04-27,Soldier,true,701
840,assumenda_eos,1990-06-24,Manager,true,323
841,fugiat,1988-08-05,Support,true,322
842,yCastillo,1998-08-18,Soldier,false,594
843,dolores_dolore,1986-01-19,Medical,true,721
844,voluptas_maxime_natus,2000-09-03,Support,true,553
845,WalterGonzalez,1989-09-03,Soldier,true,760
846,WayneSanchez,2001-06-09,Soldier,true,86
847,consequatur,1983-05-22,Soldier,true,47
848,aut_ratione_tempora,1984-02-22,Manager,true,142
849,quibusdam,1995-12-11,Soldier,true,152
850,GeorgeCollins,1996-02-29,Manager,true,580
851,JudyPhillips,1992-07-22,Soldier,true,7
852,MarieRobertson,1996-08-05,Medical,true,287
853,ut_repellat_nihil,1994-08-20,Soldier,true,310
854,AnnSullivan,1994-05-13,Medical,false,465
855,vCruz,2000-12-12,Soldier,true,460
856,rerum_et_nobis,1999-03-13,Soldier,true,142
857,GregoryCook,1993-07-30,Soldier,true,585
858,eos_culpa_repellat,1985-06-22,Medical,true,167
859,PatriciaAllen,1995-11-20,Manager,true,823
860,cum_optio_est,1999-04-02,Soldier,true,765
861,dHayes,1990-11-21,Medical,true,11
862,rSimmons,1982-04-17,Manager,true,767
863,FrankBennett,1984-04-18,Soldier,false,224
864,AmyDiaz,1997-11-04,Support,true,362
865,wHenry,1981-04-08,Soldier,true,503
866,7Washington,1999-02-16,Soldier,true,537
867,nihil_quia,2000-09-09,Soldier,true,426
868,JaneSchmidt,1984-09-03,Medical,true,618
869,AdamSimmons,1981-06-11,Manager,true,681
870,ut_exercitationem,1995-02-27,Medical,true,13
871,3Moreno,1988-08-26,Medical,true,320
872,IreneSnyder,2001-03-18,Soldier,true,710
873,cButler,1986-02-27,Soldier,true,484
874,StevenWoods,1993-11-04,Manager,false,775
875,RaymondAllen,2000-05-29,Soldier,true,91
876,CatherineBryant,1988-10-30,Manager,true,276
877,5Gilbert,1999-04-14,Soldier,true,241
878,bCarter,1993-02-13,Soldier,true,712
879,wRoberts,1996-08-31,Manager,true,516
880,TammyGardner,1981-08-23,Manager,true,754
881,tHamilton,2001-02-08,Soldier,true,386
882,eLarson,1998-11-11,Manager,false,815
883,JamesRichardson,2001-07-30,Manager,true,334
884,fugit,1993-01-09,Manager,true,863
885,pariatur_nostrum,1996-06-12,Manager,true,123
886,RonaldReed,1986-07-23,Manager,true,712
887,vHoward,1999-05-25,Soldier,true,333
888,reprehenderit_et,1981-12-01,Soldier,true,571
889,exercitationem_animi,1992-05-14,Soldier,true,117
890,xCrawford,1991-01-09,Soldier,true,857
891,HarryPeterson,1987-07-25,Soldier,true,788
892,tPayne,1991-12-04,Soldier,true,164
893,2Little,1989-06-17,Soldier,true,838
894,eveniet_atque_vero,1983-05-21,Soldier,false,130
895,9Brown,1986-10-01,Manager,true,189
896,JoyceButler,1987-07-23,Soldier,false,754
897,lWright,1994-02-02,Soldier,true,628
898,corporis_pariatur,1992-09-15,Soldier,false,682
899,yMatthews,2000-04-15,Soldier,true,54
900,ad_qui_dolor,1991-02-12,Soldier,true,337
901,JesseStephens,1992-08-15,Manager,true,593
902,alias_odit_quo,1983-11-01,Manager,true,866
903,iJohnston,1983-06-27,Soldier,true,568
904,MatthewCampbell,1997-10-15,Soldier,true,195
905,qui_nobis,1996-11-24,Manager,false,211
906,sed_aut_hic,1986-07-27,Soldier,false,826
907,dolores_ducimus_tempora,1987-10-10,Medical,true,114
908,dolores_at,1983-04-11,Soldier,true,807
909,3Morrison,1992-07-06,Manager,true,557
910,JimmyTaylor,2001-06-26,Manager,false,735
911,repudiandae,1988-05-04,Medical,true,282
912,0Hicks,2000-02-02,Soldier,true,803
913,laboriosam_modi_hic,1994-01-03,Manager,true,592
914,dicta,1991-11-13,Soldier,true,567
915,cJohnston,1982-03-07,Medical,true,372
916,ToddMcdonald,1983-11-19,Manager,true,759
917,cCarr,1992-10-02,Manager,true,792
918,qui_et_iure,1984-07-21,Soldier,true,407
919,9Meyer,1992-02-29,Soldier,true,499
920,9Barnes,1983-10-05,Soldier,true,276
921,vPierce,1986-11-16,Soldier,true,623
922,rerum_et_ducimus,1989-07-18,Medical,true,566
923,7Lynch,1998-06-08,Manager,true,160
924,ChrisWilliams,1994-01-07,Soldier,true,396
925,DennisRice,1995-09-12,Manager,true,860
926,8Sanders,1988-02-15,Soldier,true,232
927,sed,1989-12-04,Manager,true,438
928,JeremyRivera,1989-10-31,Manager,true,523
929,nStevens,1999-05-15,Manager,true,780
930,5Moreno,1990-03-26,Soldier,false,490
931,RebeccaCrawford,1999-10-11,Support,true,600
932,laborum_quae_vel,1985-09-25,Manager,true,319
933,deleniti_id,1985-12-25,Manager,true,454
934,lHarper,2000-03-31,Soldier,true,747
935,RobertWilliams,1994-03-14,Manager,true,915
936,a_voluptatibus,1992-08-24,Manager,true,548
937,neque_quam_alias,1989-12-01,Support,false,489
938,rerum_libero,1993-09-27,Soldier,true,382
939,tenetur,2001-02-06,Manager,true,184
940,corrupti_veritatis_harum,1990-02-19,Manager,true,215
941,est_illo,1994-09-01,Medical,false,165
942,RebeccaHowell,1991-03-07,Support,true,657
943,MichelleFuller,1980-07-13,Manager,true,65
944,ePeterson,1997-07-30,Medical,false,708
945,TheresaWilliamson,2001-06-19,Soldier,true,274
946,9Woods,2000-09-08,Manager,true,104
947,gLawson,1992-05-14,Medical,true,771
948,dLittle,1984-05-28,Manager,false,497
949,sed_perspiciatis,1988-12-05,Soldier,true,556
950,ShawnPeters,1996-02-26,Soldier,false,907
951,sapiente,1988-08-14,Soldier,true,817
952,cLopez,1986-06-15,Support,true,149
953,vitae_aliquam,2000-08-25,Manager,true,870
954,IreneRichards,1992-01-13,Soldier,true,127
955,non,1990-08-05,Soldier,true,86
956,0Shaw,1980-07-01,Soldier,true,443
957,ClarenceOliver,1996-12-31,Manager,true,880
958,tCunningham,1982-12-16,Manager,true,539
959,delectus_quasi_architecto,1989-07-21,Soldier,true,810
960,ChristinaBradley,1980-12-01,Soldier,true,268
961,BeverlyStone,1996-10-12,Manager,true,147
962,quis_ea_esse,1985-07-04,Soldier,true,374
963,BruceJohnson,1988-01-03,Manager,true,474
964,quisquam_consequatur,1984-05-12,Soldier,false,400
965,enim_ea_dolorum,2000-12-11,Manager,true,796
966,hSchmidt,1990-03-11,Manager,true,958
967,wStephens,1993-10-16,Soldier,true,511
968,numquam_vero_officiis,1981-01-19,Soldier,false,90
969,LouiseSmith,1985-12-20,Soldier,true,211
970,zRogers,1984-10-26,Support,true,95
971,provident,1997-04-24,Medical,false,892
972,3Gray,1983-07-18,Soldier,true,130
973,PhilipRobinson,2000-03-21,Support,true,922
974,sGardner,1994-08-18,Soldier,true,964
975,JeanFord,2000-08-23,Manager,true,76
976,aFox,1998-05-19,Medical,true,270
977,wClark,1989-01-20,Manager,true,255
978,lGutierrez,1987-08-16,Manager,false,903
979,TammyHenderson,1985-01-29,Soldier,true,608
980,MichelleSims,1986-09-17,Soldier,true,457
981,GeraldPalmer,1995-01-12,Soldier,true,461
982,enim_voluptas_tempore,1981-02-22,Soldier,true,566
983,hBrooks,1985-07-25,Soldier,true,314
984,dolorum_nulla_illum,1997-09-01,Support,true,944
985,rDavis,1999-12-10,Soldier,true,74
986,suscipit,1994-06-17,Soldier,false,633
987,BrendaHart,1980-12-17,Soldier,true,324
988,BettyMyers,2001-10-27,Soldier,false,698
989,HenryDuncan,1991-06-02,Medical,true,931
990,nHughes,2000-02-09,Manager,true,941
991,nWatson,1993-12-14,Medical,true,19
992,LawrenceJackson,2001-10-14,Soldier,true,724
993,dRobinson,1999-10-27,Medical,true,932
994,bFrazier,1995-06-28,Support,false,168
995,rBowman,2001-03-01,Medical,true,409
996,iPerry,1997-04-06,Soldier,true,975
997,AntonioGomez,1996-05-13,Manager,true,442
998,inventore_assumenda_est,1992-11-11,Soldier,true,362
999,pariatur_debitis,1988-08-12,Soldier,true,706
1000,JustinWright,1984-03-17,Soldier,true,371
1001,RuthHawkins,1987-11-15,Soldier,true,590
1002,8Stanley,1999-10-16,Manager,true,707
1003,laudantium_corporis_voluptas,1990-09-13,Manager,true,422
1004,occaecati_aspernatur,1980-11-18,Manager,true,655
1005,JoyceRiley,1997-11-30,Support,true,654
1006,uGreene,1990-02-16,Soldier,true,732
1007,HeatherPhillips,1993-04-04,Manager,true,313
1008,qSchmidt,1993-09-04,Manager,true,552
1009,dGutierrez,2001-10-27,Support,false,498
1010,dicta_non,1993-11-19,Support,false,473
1011,8Ford,1980-06-24,Manager,true,662
1012,RuthKelly,1997-05-27,Manager,true,938
1013,hMurphy,1985-12-06,Soldier,true,691
1014,kHowell,1985-10-29,Manager,false,81
1015,5Reid,1986-04-10,Soldier,true,515
1016,RubyReid,1986-10-12,Soldier,true,801
1017,pWright,1981-09-14,Medical,true,169
1018,6Bailey,1982-01-22,Soldier,false,53
1019,kLopez,1993-12-26,Support,true,74
1020,amet_dolorem,1987-04-28,Soldier,true,362
1021,JulieHanson,1986-12-21,Soldier,false,986
1022,pSanders,1980-08-25,Soldier,false,486
1023,ut_at,1987-06-29,Soldier,true,437
1024,kElliott,2001-04-06,Manager,true,272
1025,MarthaBowman,1993-08-04,Manager,true,611
1026,deserunt,1981-03-12,Support,true,749
1027,qui_velit_nihil,2000-05-26,Soldier,true,181
1028,cGreene,1998-04-22,Medical,true,560
1029,sFowler,1981-12-30,Support,true,149
1030,JenniferMontgomery,1987-05-08,Soldier,true,264
1031,SandraJenkins,1985-11-29,Soldier,true,947
1032,JackWeaver,1986-02-27,Manager,true,759
1033,zKing,1989-08-24,Soldier,true,125
1034,lJordan,1981-12-06,Soldier,true,704
